"distance"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"
-255	0.84928	0.85541	0.85224	0.82538	0.83651	0.86139	0.84699	0.84417	0.84723	0.85221	0.82987	0.84273	0.82269	0.82962	0.86579	0.83108	0.8474	0.85096	0.8363	0.83388	0.82605	0.83345	0.84852	0.85361	0.81576	0.83054	0.84076	0.8392	0.81753	0.81707	0.82139	0.8458	0.80992	0.85593	0.81839	0.84308	0.82613	0.83677	0.83298	0.8452	0.84575	0.83417	0.87584	0.83806	0.82023	0.83257
-240	0.83382	0.84709	0.84984	0.80636	0.82539	0.84337	0.83829	0.83588	0.8375	0.84621	0.82937	0.83033	0.81234	0.82941	0.86128	0.82124	0.84268	0.85154	0.84502	0.83031	0.8178	0.83578	0.84456	0.85805	0.81589	0.83758	0.82467	0.83537	0.81852	0.82005	0.8319	0.84532	0.79371	0.85231	0.81034	0.83513	0.82817	0.81985	0.83395	0.83564	0.83689	0.82927	0.86982	0.82723	0.80909	0.83319
-225	0.84036	0.86065	0.85539	0.81987	0.84156	0.85118	0.84373	0.85149	0.84063	0.85143	0.84167	0.83866	0.8253	0.85336	0.86399	0.83365	0.85658	0.85652	0.86057	0.8373	0.82903	0.8535	0.85859	0.87367	0.84355	0.86586	0.84013	0.8541	0.83052	0.83616	0.84915	0.85484	0.80131	0.86072	0.82088	0.84228	0.84207	0.84068	0.84626	0.84883	0.83939	0.84676	0.85965	0.83629	0.82038	0.85086
-210	0.87238	0.87927	0.87899	0.83799	0.8836	0.88043	0.87292	0.86878	0.86324	0.87386	0.87035	0.86377	0.85437	0.87961	0.87528	0.86176	0.8763	0.89161	0.88669	0.85659	0.8604	0.87615	0.88178	0.8929	0.87061	0.89299	0.8582	0.88114	0.85564	0.8639	0.8725	0.88901	0.82948	0.88272	0.85094	0.86748	0.86222	0.86189	0.87375	0.86546	0.87156	0.87398	0.86335	0.84999	0.85398	0.89594
-195	0.9149	0.92029	0.91134	0.87141	0.92274	0.91316	0.90296	0.90841	0.90062	0.90925	0.90984	0.90549	0.88747	0.90806	0.90643	0.89403	0.90908	0.92506	0.91781	0.88618	0.89741	0.90532	0.91601	0.91507	0.89849	0.90465	0.87136	0.91541	0.88917	0.90055	0.90456	0.93574	0.87156	0.91258	0.88894	0.90251	0.8966	0.88787	0.91132	0.90804	0.90964	0.91232	0.89052	0.87343	0.89193	0.91658
-180	0.94655	0.94991	0.94921	0.92271	0.9565	0.93832	0.92918	0.95252	0.93737	0.93728	0.93668	0.92966	0.92913	0.9277	0.93385	0.93447	0.93538	0.95507	0.94416	0.92261	0.93657	0.94188	0.94761	0.93834	0.92543	0.92326	0.90841	0.9327	0.92139	0.92708	0.92796	0.96933	0.90224	0.92865	0.92674	0.92438	0.93432	0.91697	0.95386	0.94082	0.93125	0.94686	0.91379	0.89405	0.92753	0.94476
-165	0.95974	0.96439	0.95681	0.95399	0.97107	0.95389	0.94773	0.9755	0.95234	0.96418	0.95451	0.95691	0.9542	0.94918	0.94487	0.94813	0.94627	0.96842	0.95781	0.94312	0.95366	0.96041	0.96672	0.94303	0.94241	0.93522	0.92644	0.9419	0.93245	0.94685	0.94194	0.9897	0.92551	0.93026	0.94327	0.94089	0.95508	0.92837	0.9702	0.94553	0.94988	0.96398	0.91853	0.89947	0.94334	0.94779
-150	0.96397	0.957	0.95478	0.96054	0.95879	0.95012	0.94779	0.98554	0.9598	0.96598	0.96011	0.9583	0.95266	0.94053	0.94484	0.95945	0.93368	0.95857	0.96798	0.94504	0.95294	0.94737	0.96862	0.92645	0.93144	0.93045	0.92793	0.93125	0.92133	0.94243	0.93766	0.98041	0.91953	0.93247	0.94503	0.9442	0.9586	0.93412	0.9611	0.93727	0.95449	0.97378	0.92353	0.90725	0.9412	0.93617
-135	0.9451	0.9345	0.93416	0.95834	0.92994	0.94005	0.92882	0.97515	0.94512	0.94693	0.93696	0.93671	0.94171	0.91538	0.93558	0.94141	0.91668	0.94513	0.94794	0.92113	0.93733	0.93163	0.95066	0.90113	0.92254	0.89719	0.92942	0.90225	0.89251	0.91808	0.91633	0.947	0.90891	0.91889	0.92356	0.92127	0.93709	0.92646	0.93737	0.92848	0.93823	0.95349	0.90959	0.90498	0.92326	0.90576
-120	0.90793	0.89978	0.89921	0.93789	0.90472	0.91635	0.90467	0.9442	0.92227	0.90952	0.901	0.91059	0.90897	0.89367	0.9137	0.91738	0.89173	0.91327	0.9201	0.88476	0.91608	0.904	0.92204	0.86693	0.89732	0.87429	0.9087	0.87983	0.86356	0.87636	0.88019	0.89585	0.88646	0.88703	0.89731	0.8846	0.90965	0.89529	0.89801	0.89819	0.91024	0.92417	0.89593	0.87617	0.89869	0.86946
